,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Ball_14,Ball_14,Ball_14,Ball_14,Ball_14,Ball_14,Ball_14,Ball_14:Marker1,Ball_14:Marker1,Ball_14:Marker1,Ball_14:Marker10,Ball_14:Marker10,Ball_14:Marker10,Ball_14:Marker11,Ball_14:Marker11,Ball_14:Marker11,Ball_14:Marker12,Ball_14:Marker12,Ball_14:Marker12,Ball_14:Marker13,Ball_14:Marker13,Ball_14:Marker13,Ball_14:Marker14,Ball_14:Marker14,Ball_14:Marker14,Ball_14:Marker2,Ball_14:Marker2,Ball_14:Marker2,Ball_14:Marker3,Ball_14:Marker3,Ball_14:Marker3,Ball_14:Marker4,Ball_14:Marker4,Ball_14:Marker4,Ball_14:Marker5,Ball_14:Marker5,Ball_14:Marker5,Ball_14:Marker6,Ball_14:Marker6,Ball_14:Marker6,Ball_14:Marker7,Ball_14:Marker7,Ball_14:Marker7,Ball_14:Marker8,Ball_14:Marker8,Ball_14:Marker8,Ball_14:Marker9,Ball_14:Marker9,Ball_14:Marker9
,ID,"DCFD9C0B01E311ED5F75BB645DD4DAB6","DCFD9C0B01E311ED5F75BB645DD4DAB6","DCFD9C0B01E311ED5F75BB645DD4DAB6","DCFD9C0B01E311ED5F75BB645DD4DAB6","DCFD9C0B01E311ED5F75BB645DD4DAB6","DCFD9C0B01E311ED5F75BB645DD4DAB6","DCFD9C0B01E311ED5F75BB645DD4DAB6","DFF00","DFF00","DFF00","DFD00","DFD00","DFD00","DFCD0","DFCD0","DFCD0","DF300","DF300","DF300","DF390","DF390","DF390","DFCF0","DFCF0","DFCF0","DFE80","DFE80","DFE80","DFE90","DFE90","DFE90","DFD60","DFD60","DFD60","DFED0","DFED0","DFED0","DFEF0","DFEF0","DFEF0","DF3C0","DF3C0","DF3C0","DFE30","DFE30","DFE30","B636862F01E811ED5F75BB645DD4DAB6","B636862F01E811ED5F75BB645DD4DAB6","B636862F01E811ED5F75BB645DD4DAB6"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
3891,10.808333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3892,10.811111,0.609133,-0.494793,0.138524,-0.604109,-1.721785,1.197841,-1.663858,-1.714493,1.278316,-1.771195,-1.808381,1.299412,-1.683873,-1.692744,1.324249,-1.623071,-1.617333,1.271637,-1.702644,-1.603153,1.212821,-1.602226,-1.702603,1.237566,-1.536281,,,,-1.749114,1.072238,-1.699153,-1.814656,1.223277,-1.570026,-1.831728,1.124978,-1.639313,-1.838205,1.186477,-1.729102,,,,,,,-1.747894,1.159293,-1.787649
3893,10.813889,0.609163,-0.494716,0.138451,-0.604159,-1.721794,1.197853,-1.663856,-1.714487,1.278330,-1.771216,-1.808382,1.299407,-1.683880,-1.692766,1.324246,-1.623063,-1.617497,1.271650,-1.702548,-1.603166,1.212829,-1.602217,-1.702616,1.237574,-1.536269,,,,-1.749096,1.072235,-1.699155,-1.814671,1.223272,-1.570033,-1.831726,1.124976,-1.639305,-1.838205,1.186472,-1.729112,,,,,,,-1.747876,1.159305,-1.787665
3894,10.816667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3895,10.819444,0.609160,-0.494613,0.138459,-0.604244,-1.721787,1.197848,-1.663861,-1.714460,1.278307,-1.771205,-1.808378,1.299397,-1.683899,-1.692777,1.324261,-1.623061,-1.617492,1.271659,-1.702530,-1.603172,1.212843,-1.602196,-1.702686,1.237567,-1.536281,,,,-1.749057,1.072248,-1.699171,-1.814660,1.223242,-1.570083,-1.831730,1.124955,-1.639324,-1.838178,1.186460,-1.729136,,,,,,,-1.747828,1.159299,-1.787683
3896,10.822222,0.609086,-0.494572,0.138476,-0.604349,-1.721782,1.197829,-1.663839,-1.714435,1.278309,-1.771209,-1.808381,1.299410,-1.683920,-1.692787,1.323956,-1.622660,-1.617487,1.271651,-1.702504,-1.603185,1.212860,-1.602179,-1.702701,1.237561,-1.536279,,,,-1.749045,1.072241,-1.699166,-1.814693,1.223263,-1.570068,-1.831709,1.124954,-1.639344,-1.838151,1.186459,-1.729161,,,,,,,-1.747800,1.159311,-1.787691
3897,10.825000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3898,10.827778,0.609229,-0.494394,0.138490,-0.604347,-1.721756,1.197864,-1.663870,-1.714415,1.278304,-1.771210,-1.808383,1.299392,-1.683942,-1.692810,1.324262,-1.623054,-1.617471,1.271663,-1.702475,-1.603180,1.212862,-1.602162,-1.702730,1.237574,-1.536273,,,,-1.748843,1.072315,-1.699303,-1.814699,1.223231,-1.570120,-1.831707,1.124937,-1.639361,-1.838144,1.186443,-1.729183,,,,,,,-1.747754,1.159297,-1.787697
3899,10.830556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3900,10.833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3901,10.836111,0.609243,-0.494202,0.138541,-0.604478,-1.721744,1.197873,-1.663875,-1.714391,1.278303,-1.771211,-1.808373,1.299372,-1.683969,-1.692835,1.324275,-1.623047,-1.617450,1.271699,-1.702453,-1.603220,1.212913,-1.602112,-1.702789,1.237578,-1.536273,,,,-1.748788,1.072311,-1.699325,-1.814716,1.223217,-1.570169,-1.831693,1.124922,-1.639401,-1.838101,1.186430,-1.729232,,,,,,,-1.747672,1.159325,-1.787734
3902,10.838889,0.609261,-0.494109,0.138630,-0.604515,-1.721734,1.197876,-1.663879,-1.714384,1.278308,-1.771219,-1.808387,1.299366,-1.683974,-1.692840,1.324276,-1.623044,-1.617441,1.271722,-1.702453,-1.603225,1.212919,-1.602102,-1.702803,1.237578,-1.536269,,,,-1.748773,1.072305,-1.699318,-1.814735,1.223222,-1.570174,-1.831687,1.124925,-1.639389,-1.838014,1.186436,-1.729341,,,,,,,-1.747649,1.159308,-1.787736
3903,10.841667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3904,10.844444,0.609274,-0.493967,0.138670,-0.604609,-1.721735,1.197890,-1.663870,-1.714364,1.278324,-1.771211,-1.808376,1.299373,-1.684010,-1.692922,1.324307,-1.622963,-1.617433,1.271724,-1.702427,-1.603240,1.212940,-1.602064,-1.702830,1.237615,-1.536263,,,,-1.748749,1.072316,-1.699317,-1.814764,1.223237,-1.570172,-1.831680,1.124930,-1.639431,-1.837997,1.186410,-1.729367,,,,,,,-1.747611,1.159314,-1.787737
3905,10.847222,0.609225,-0.493922,0.138663,-0.604696,-1.721740,1.197884,-1.663850,-1.714345,1.278330,-1.771216,-1.808381,1.299385,-1.684025,-1.692934,1.324037,-1.622514,-1.617458,1.271846,-1.702428,-1.603254,1.212960,-1.602043,-1.702851,1.237608,-1.536257,,,,-1.748737,1.072320,-1.699329,-1.814756,1.223233,-1.570193,-1.831689,1.124928,-1.639448,-1.837987,1.186426,-1.729390,,,,,,,-1.747594,1.159312,-1.787747
3906,10.850000,0.609274,-0.493814,0.138704,-0.604726,-1.721723,1.197917,-1.663870,-1.714343,1.278338,-1.771208,-1.808386,1.299368,-1.684028,-1.692938,1.324326,-1.622956,-1.617435,1.271856,-1.702431,-1.603253,1.212966,-1.602032,-1.702858,1.237615,-1.536259,,,,-1.748738,1.072328,-1.699340,-1.814786,1.223258,-1.570168,-1.831693,1.124923,-1.639435,-1.837971,1.186410,-1.729392,,,,,,,-1.747456,1.159397,-1.787780
3907,10.852778,0.609258,-0.493771,0.138705,-0.604777,-1.721721,1.197922,-1.663872,-1.714323,1.278344,-1.771216,-1.808380,1.299380,-1.684036,-1.692934,1.324338,-1.622954,-1.617447,1.271842,-1.702409,-1.603269,1.212985,-1.602012,-1.702872,1.237625,-1.536246,,,,-1.748734,1.072312,-1.699299,-1.814781,1.223254,-1.570183,-1.831678,1.124916,-1.639460,-1.837975,1.186423,-1.729411,,,,,,,-1.747440,1.159408,-1.787787
3908,10.855556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3909,10.858333,0.609281,-0.493699,0.138741,-0.604805,-1.721717,1.197939,-1.663862,-1.714312,1.278404,-1.771209,-1.808380,1.299374,-1.684044,-1.692948,1.324340,-1.622956,-1.617439,1.271881,-1.702394,-1.603277,1.213005,-1.601984,-1.702904,1.237640,-1.536245,,,,-1.748713,1.072333,-1.699308,-1.814802,1.223282,-1.570181,-1.831668,1.124928,-1.639454,-1.837955,1.186421,-1.729416,,,,,,,-1.747415,1.159415,-1.787776
3910,10.861111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3911,10.863889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3912,10.866667,0.609341,-0.493595,0.138897,-0.604793,-1.721721,1.197951,-1.663850,-1.714300,1.278366,-1.771217,-1.808377,1.299392,-1.684080,-1.692971,1.324373,-1.622965,-1.617429,1.271886,-1.702367,-1.603296,1.213032,-1.601939,-1.702919,1.237675,-1.536237,,,,-1.748701,1.072339,-1.699283,-1.814826,1.223297,-1.570186,-1.831693,1.124945,-1.639467,-1.837945,1.186415,-1.729431,,,,,,,-1.747383,1.159397,-1.787761
3913,10.869444,0.609330,-0.493549,0.138863,-0.604850,-1.721722,1.197950,-1.663847,-1.714276,1.278396,-1.771191,-1.808370,1.299391,-1.684075,-1.692979,1.324384,-1.622960,-1.617425,1.271891,-1.702380,-1.603317,1.213051,-1.601915,-1.702934,1.237693,-1.536213,,,,-1.748706,1.072339,-1.699261,-1.814827,1.223258,-1.570296,-1.831668,1.124931,-1.639451,-1.837945,1.186423,-1.729431,,,,,,,-1.747377,1.159386,-1.787758
3914,10.872222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3915,10.875000,0.609366,-0.493510,0.138989,-0.604816,-1.721719,1.197953,-1.663839,-1.714269,1.278352,-1.771212,-1.808371,1.299402,-1.684106,-1.692973,1.324385,-1.622962,-1.617417,1.271876,-1.702349,-1.603311,1.213065,-1.601895,-1.702930,1.237722,-1.536227,,,,-1.748706,1.072334,-1.699223,-1.814836,1.223284,-1.570291,-1.831692,1.124959,-1.639464,-1.837926,1.186415,-1.729427,,,,,,,-1.747355,1.159370,-1.787746
3916,10.877778,0.609437,-0.493492,0.139122,-0.604730,-1.721720,1.197953,-1.663816,-1.714249,1.278325,-1.771209,-1.808354,1.299392,-1.684107,-1.692978,1.324398,-1.622966,-1.617399,1.271863,-1.702345,-1.603325,1.213063,-1.601880,-1.702930,1.237733,-1.536229,,,,-1.748716,1.072346,-1.699222,-1.814857,1.223336,-1.570254,-1.831692,1.124955,-1.639442,-1.837922,1.186419,-1.729421,,,,,,,-1.747350,1.159314,-1.787685
3917,10.880556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3918,10.883333,0.609473,-0.493493,0.139161,-0.604683,-1.721711,1.197945,-1.663804,-1.714224,1.278296,-1.771213,-1.808343,1.299400,-1.684122,-1.692962,1.324395,-1.622975,-1.617391,1.271838,-1.702345,-1.603309,1.213065,-1.601880,-1.702946,1.237776,-1.536201,,,,-1.748707,1.072325,-1.699151,-1.814837,1.223331,-1.570273,-1.831688,1.124959,-1.639400,-1.837914,1.186405,-1.729413,,,,,,,-1.747341,1.159294,-1.787664
3919,10.886111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3920,10.888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3921,10.891667,0.609606,-0.493586,0.139417,-0.604414,-1.721725,1.197941,-1.663753,-1.714223,1.278239,-1.771226,-1.808325,1.299387,-1.684148,-1.692877,1.324393,-1.623090,-1.617373,1.271709,-1.702311,-1.603283,1.213092,-1.601863,-1.702863,1.237837,-1.536204,-1.631016,1.165287,-1.751146,-1.748863,1.072262,-1.698948,-1.814828,1.223459,-1.570121,-1.831683,1.124983,-1.639359,-1.837898,1.186387,-1.729371,,,,,,,-1.747335,1.159217,-1.787613
3922,10.894444,0.609641,-0.493585,0.139476,-0.604366,-1.721688,1.197936,-1.663758,-1.714210,1.278208,-1.771202,-1.808305,1.299397,-1.684155,-1.692819,1.324470,-1.623098,-1.617358,1.271703,-1.702340,-1.603279,1.213100,-1.601846,-1.702852,1.237863,-1.536198,,,,-1.748864,1.072238,-1.698903,-1.814820,1.223435,-1.570208,-1.831664,1.124989,-1.639326,-1.837901,1.186368,-1.729339,,,,,,,-1.747328,1.159203,-1.787603
3923,10.897222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3924,10.900000,0.609807,-0.493621,0.139631,-0.604134,-1.721704,1.197937,-1.663703,-1.714203,1.278153,-1.771220,-1.808295,1.299373,-1.684160,-1.692785,1.324476,-1.623154,-1.617328,1.271685,-1.702354,-1.603262,1.213137,-1.601840,-1.702826,1.237914,-1.536182,-1.631019,1.165231,-1.751106,-1.748953,1.072207,-1.698713,-1.814789,1.223525,-1.570097,-1.831654,1.125010,-1.639269,-1.837866,1.186333,-1.729279,,,,,,,-1.747325,1.159130,-1.787547
3925,10.902778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3926,10.905556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3927,10.908333,0.610282,-0.493741,0.139953,-0.603481,-1.721690,1.197960,-1.663620,-1.714182,1.278076,-1.771264,-1.808250,1.299376,-1.684212,-1.692740,1.324507,-1.623234,-1.617302,1.271625,-1.702397,-1.603225,1.213176,-1.601834,-1.702744,1.238009,-1.536209,-1.630976,1.165175,-1.751069,-1.748953,1.072191,-1.698579,-1.814730,1.223581,-1.570101,-1.831561,1.125217,-1.638827,-1.837854,1.186261,-1.729204,,,,,,,-1.747458,1.158937,-1.787430
3928,10.911111,0.610338,-0.493800,0.140101,-0.603341,-1.721667,1.197949,-1.663615,-1.714184,1.278063,-1.771276,-1.808215,1.299367,-1.684224,-1.692721,1.324534,-1.623253,-1.617138,1.271604,-1.702520,-1.603206,1.213170,-1.601845,-1.702726,1.238045,-1.536223,-1.630993,1.165139,-1.751055,-1.748941,1.072168,-1.698526,-1.814728,1.223623,-1.570084,-1.831561,1.125222,-1.638769,-1.837841,1.186252,-1.729184,,,,,,,-1.747459,1.158901,-1.787412
3929,10.913889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3930,10.916667,0.610484,-0.493968,0.140472,-0.602970,-1.721683,1.197954,-1.663595,-1.714182,1.277985,-1.771302,-1.808191,1.299352,-1.684254,-1.692524,1.324576,-1.623429,-1.617119,1.271579,-1.702561,-1.603172,1.213190,-1.601838,-1.702674,1.238105,-1.536228,-1.630949,1.165089,-1.751057,-1.749378,1.072335,-1.698571,-1.814712,1.223685,-1.570068,-1.831561,1.125236,-1.638716,-1.837836,1.186212,-1.729136,,,,,,,-1.747450,1.158784,-1.787339
3931,10.919444,0.610576,-0.493971,0.140549,-0.602857,-1.721638,1.197936,-1.663605,-1.714166,1.277943,-1.771312,-1.808175,1.299350,-1.684266,-1.692505,1.324565,-1.623469,-1.617120,1.271572,-1.702575,-1.603160,1.213215,-1.601846,-1.702662,1.238141,-1.536236,,,,-1.749402,1.072336,-1.698537,-1.814691,1.223691,-1.570073,-1.831552,1.125229,-1.638673,-1.837837,1.186191,-1.729095,,,,,,,-1.747447,1.158738,-1.787318
3932,10.922222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3933,10.925000,0.610810,-0.493958,0.140760,-0.602581,-1.721651,1.197938,-1.663543,-1.714170,1.277896,-1.771355,-1.808149,1.299344,-1.684310,-1.692478,1.324587,-1.623515,-1.617103,1.271526,-1.702608,-1.603133,1.213235,-1.601849,-1.702640,1.238207,-1.536236,-1.631009,1.164950,-1.750973,-1.749395,1.072265,-1.698426,-1.814672,1.223768,-1.570051,-1.831540,1.125255,-1.638601,-1.837816,1.186156,-1.729038,,,,,,,-1.747429,1.158607,-1.787116
3934,10.927778,0.610793,-0.494013,0.140735,-0.602559,-1.721652,1.197935,-1.663558,-1.714168,1.277866,-1.771366,-1.808130,1.299345,-1.684322,-1.692478,1.324590,-1.623537,-1.617095,1.271500,-1.702618,-1.603120,1.213229,-1.601855,-1.702626,1.238247,-1.536242,-1.630984,1.164946,-1.750983,-1.749401,1.072296,-1.698364,-1.814649,1.223779,-1.570058,-1.831540,1.125261,-1.638580,-1.837820,1.186140,-1.729026,,,,,,,-1.747460,1.158610,-1.787236
3935,10.930556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3936,10.933333,0.611007,-0.493994,0.141012,-0.602293,-1.721634,1.197928,-1.663504,-1.714164,1.277793,-1.771389,-1.808050,1.299290,-1.684323,-1.692433,1.324608,-1.623596,-1.617067,1.271464,-1.702649,-1.603109,1.213250,-1.601841,-1.702595,1.238313,-1.536241,-1.630899,1.164891,-1.750952,-1.749407,1.072244,-1.698276,-1.814647,1.223887,-1.570034,-1.831512,1.125291,-1.638518,-1.837811,1.186115,-1.728991,,,,,,,-1.747420,1.158483,-1.787045
3937,10.936111,0.611072,-0.493992,0.141127,-0.602200,-1.721634,1.197932,-1.663495,-1.714152,1.277757,-1.771406,-1.808026,1.299303,-1.684348,-1.692426,1.324625,-1.623626,-1.617068,1.271438,-1.702662,-1.603114,1.213259,-1.601821,-1.702577,1.238350,-1.536244,-1.630908,1.164843,-1.750928,-1.749433,1.072261,-1.698236,-1.814653,1.223927,-1.570025,-1.831517,1.125304,-1.638508,-1.837822,1.186099,-1.728970,,,,,,,-1.747417,1.158459,-1.787026
3938,10.938889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3939,10.941667,0.611178,-0.494042,0.141294,-0.602013,-1.721632,1.197923,-1.663483,-1.714133,1.277693,-1.771442,-1.807996,1.299305,-1.684402,-1.692394,1.324624,-1.623678,-1.617049,1.271392,-1.702679,-1.603096,1.213266,-1.601814,-1.702567,1.238412,-1.536281,-1.630923,1.164773,-1.750897,-1.749431,1.072225,-1.698169,-1.814645,1.223977,-1.570035,-1.831529,1.125343,-1.638484,-1.837882,1.186091,-1.728876,,,,,,,-1.747414,1.158376,-1.786983
3940,10.944444,0.611126,-0.494054,0.141491,-0.602010,-1.721651,1.197930,-1.663496,-1.714113,1.277639,-1.771436,-1.808042,1.299342,-1.684464,-1.692382,1.324634,-1.623699,-1.617022,1.271374,-1.702685,-1.603103,1.213262,-1.601809,-1.702572,1.238442,-1.536281,-1.630919,1.164741,-1.750869,-1.749435,1.072222,-1.698138,-1.814629,1.224006,-1.570045,-1.831644,1.125470,-1.638623,-1.837866,1.186084,-1.728862,,,,,,,-1.747407,1.158347,-1.786970
3941,10.947222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3942,10.950000,0.611308,-0.494021,0.141604,-0.601826,-1.721610,1.197908,-1.663494,-1.713997,1.277508,-1.771516,-1.807951,1.299313,-1.684461,-1.692361,1.324648,-1.623753,-1.617050,1.271263,-1.702775,-1.603097,1.213268,-1.601789,-1.702553,1.238487,-1.536318,-1.630906,1.164676,-1.750847,-1.749425,1.072174,-1.698072,-1.814629,1.224059,-1.570073,-1.831544,1.125399,-1.638461,-1.837797,1.186080,-1.728962,,,,,,,-1.747391,1.158293,-1.786933
3943,10.952778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3944,10.955556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3945,10.958333,0.611387,-0.493927,0.142085,-0.601709,-1.721559,1.197895,-1.663456,-1.713280,1.277210,-1.771284,-1.807895,1.299322,-1.684558,-1.692333,1.324668,-1.623808,-1.617015,1.271214,-1.702783,-1.603101,1.213254,-1.601756,-1.702561,1.238557,-1.536317,-1.630914,1.164589,-1.750777,-1.749429,1.072206,-1.698038,-1.814691,1.224184,-1.570082,-1.831558,1.125420,-1.638441,-1.837767,1.186098,-1.728987,,,,,,,-1.747361,1.158239,-1.786937
3946,10.961111,0.611400,-0.493904,0.142171,-0.601695,-1.721567,1.197893,-1.663456,-1.713262,1.277191,-1.771298,-1.807892,1.299334,-1.684587,-1.692335,1.324662,-1.623825,-1.617003,1.271204,-1.702792,-1.603118,1.213255,-1.601736,-1.702579,1.238588,-1.536329,-1.630883,1.164571,-1.750807,-1.749434,1.072174,-1.698033,-1.814689,1.224191,-1.570114,-1.831560,1.125431,-1.638446,-1.837771,1.186095,-1.728995,,,,,,,-1.747354,1.158229,-1.786934
3947,10.963889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3948,10.966667,0.611548,-0.493941,0.142750,-0.601377,-1.721709,1.197986,-1.663401,-1.713897,1.277393,-1.771590,-1.807869,1.299345,-1.684634,-1.692309,1.324691,-1.623854,-1.616976,1.271172,-1.702778,-1.603130,1.213273,-1.601732,-1.702585,1.238621,-1.536340,-1.630837,1.164552,-1.750777,-1.749448,1.072177,-1.698013,-1.815521,1.224602,-1.569118,-1.831684,1.125583,-1.638640,-1.837750,1.186100,-1.729024,,,,,,,-1.747352,1.158182,-1.787090
3949,10.969444,0.611545,-0.493836,0.142956,-0.601417,-1.721669,1.197974,-1.663350,-1.713208,1.277154,-1.771318,-1.807853,1.299349,-1.684654,-1.692315,1.324706,-1.623862,-1.616971,1.271184,-1.702774,-1.603146,1.213276,-1.601710,-1.702614,1.238646,-1.536337,-1.630851,1.164513,-1.750779,-1.749435,1.072178,-1.697992,-1.815538,1.224630,-1.569139,-1.831679,1.125583,-1.638637,-1.837754,1.186106,-1.729025,,,,,,,-1.747308,1.158210,-1.786956
3950,10.972222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3951,10.975000,0.611538,-0.493771,0.143083,-0.601447,-1.721663,1.197983,-1.663359,-1.713154,1.277155,-1.771339,-1.807850,1.299360,-1.684692,-1.692310,1.324705,-1.623872,-1.616944,1.271167,-1.702771,-1.603157,1.213289,-1.601686,-1.702629,1.238653,-1.536362,-1.630749,1.164522,-1.750695,-1.749441,1.072184,-1.698002,-1.815551,1.224648,-1.569182,-1.831683,1.125604,-1.638647,-1.837731,1.186115,-1.729086,,,,,,,-1.747266,1.158218,-1.786970
3952,10.977778,0.611528,-0.493745,0.143153,-0.601463,-1.721660,1.197988,-1.663369,-1.713142,1.277151,-1.771342,-1.807830,1.299374,-1.684711,-1.692310,1.324730,-1.623888,-1.616929,1.271169,-1.702760,-1.603156,1.213287,-1.601677,-1.702634,1.238667,-1.536369,-1.630774,1.164548,-1.750735,-1.749446,1.072202,-1.698004,-1.815553,1.224654,-1.569221,-1.831698,1.125617,-1.638674,-1.837723,1.186123,-1.729107,,,,,,,-1.747252,1.158202,-1.786970
3953,10.980556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3954,10.983333,0.611459,-0.493620,0.143233,-0.601615,-1.721634,1.198005,-1.663393,-1.713089,1.277154,-1.771366,-1.807800,1.299389,-1.684758,-1.692302,1.324732,-1.623889,-1.616909,1.271176,-1.702745,-1.603166,1.213296,-1.601657,-1.702656,1.238677,-1.536376,-1.630742,1.164538,-1.750732,-1.749443,1.072197,-1.698021,-1.815572,1.224669,-1.569260,-1.831702,1.125629,-1.638722,-1.837697,1.186144,-1.729151,,,,,,,-1.747074,1.158310,-1.787040
3955,10.986111,0.611455,-0.493591,0.143281,-0.601632,-1.721624,1.198015,-1.663396,-1.713061,1.277172,-1.771374,-1.807793,1.299399,-1.684773,-1.692288,1.324745,-1.623902,-1.616885,1.271180,-1.702741,-1.603163,1.213293,-1.601644,-1.702677,1.238687,-1.536373,-1.630730,1.164537,-1.750756,-1.749421,1.072197,-1.698036,-1.815575,1.224674,-1.569274,-1.831683,1.125650,-1.638715,-1.837681,1.186151,-1.729180,,,,,,,-1.747052,1.158329,-1.787045
3956,10.988889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3957,10.991667,0.611146,-0.493591,0.142758,-0.602071,-1.721560,1.197985,-1.663584,-1.713686,1.277447,-1.771666,-1.807764,1.299403,-1.684797,-1.692280,1.324743,-1.623902,-1.616854,1.271193,-1.702715,-1.603157,1.213292,-1.601625,-1.702689,1.238695,-1.536379,-1.630676,1.164574,-1.750726,-1.749428,1.072237,-1.698054,-1.814731,1.224283,-1.570431,-1.831679,1.125668,-1.638768,-1.837639,1.186182,-1.729238,,,,,,,-1.747000,1.158355,-1.787085
3958,10.994444,0.611330,-0.493583,0.143248,-0.601774,-1.721637,1.198056,-1.663478,-1.713646,1.277466,-1.771665,-1.807743,1.299418,-1.684813,-1.692277,1.324758,-1.623894,-1.616827,1.271211,-1.702725,-1.603141,1.213292,-1.601631,-1.702688,1.238705,-1.536391,-1.630652,1.164590,-1.750723,-1.749405,1.072237,-1.698056,-1.815587,1.224696,-1.569338,-1.831689,1.125697,-1.638804,-1.837624,1.186193,-1.729272,,,,,,,-1.746993,1.158336,-1.787244
3959,10.997222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3960,11.000000,0.611293,-0.493482,0.143352,-0.601870,-1.721612,1.198084,-1.663465,-1.713592,1.277504,-1.771670,-1.807704,1.299457,-1.684842,-1.692257,1.324764,-1.623887,-1.616761,1.271291,-1.702605,-1.603142,1.213311,-1.601616,-1.702694,1.238698,-1.536415,-1.630600,1.164637,-1.750715,-1.749397,1.072269,-1.698127,-1.815593,1.224698,-1.569376,-1.831675,1.125699,-1.638826,-1.837593,1.186226,-1.729318,,,,,,,-1.746921,1.158404,-1.787144
3961,11.002778,0.610983,-0.493479,0.142920,-0.602288,-1.721473,1.198011,-1.663649,-1.713548,1.277527,-1.771673,-1.807686,1.299472,-1.684862,-1.692246,1.324775,-1.623883,-1.616771,1.271236,-1.702686,-1.603131,1.213308,-1.601600,-1.702700,1.238693,-1.536420,,,,-1.749375,1.072278,-1.698139,-1.814715,1.224281,-1.570542,-1.831676,1.125724,-1.638880,-1.837562,1.186246,-1.729347,,,,,,,-1.746894,1.158423,-1.787157
3962,11.005556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
